Long Code Stop;Stop;Municipality;Country;Didoc Code;Coordonnées;Actif
LOMB00;Lombard;GENÈVE;CH;8592848;46.195595, 6.147214;Y
LOUR01;La Loure;JUSSY;CH;8592964;46.235435, 6.260374;Y
LQUI00;Les Quibières;VEYRIER;CH;8593203;46.172928, 6.182366;Y
LUCH01;Bernex-Luchepelet;BERNEX;CH;8508130;46.178551, 6.073638;Y
LULY06;Lully-Croisée;BERNEX;CH;8587076;46.162773, 6.07077;Y
LYIN01;Ferney-Lycée;FERNEY-VOLTAIRE;FR;1401739;46.264099, 6.114897;Y
LYON00;Lyon;GENÈVE;CH;8592850;46.209652, 6.138392;Y
MAGE00;Maison-Rouge;SATIGNY;CH;8593097;46.206051, 6.01886;Y
MAIX00;Maisonnex;MEYRIN;CH;8593018;46.232243, 6.060015;Y
MALA00;Malagnou;CHÊNE-BOUGERIES;CH;8587056;46.192871, 6.176271;Y
MALA01;Malagnou;CHÊNE-BOUGERIES;CH;8587056;46.193432, 6.17666;Y
MALG01;Meyrin, Marais-Long;MEYRIN;CH;8511626;46.236717, 6.090253;Y
MANU01;Manufactures;PLAN-LES-OUATES;CH;8595036;46.164719, 6.105772;Y
MARG01;Marguerite;ANIÈRES;CH;8592626;46.272827, 6.220551;Y
MASS00;Massettes;LE GRAND-SACONNEX;CH;8592948;46.223606, 6.11382;Y
MATH01;Thônex-Mairie;THÔNEX;CH;8593117;46.188076, 6.198248;Y
MAZE01;Mazettes;VANDOEUVRES;CH;8593135;46.214352, 6.215146;Y
MCON01;Maconnex-Arcades;ORNEX;FR;1402569;46.284939, 6.085671;Y
MDRZ01;Moulins-de-Drize;PLAN-LES-OUATES;CH;8593062;46.167789, 6.140582;Y
MDRZ04;Moulins-de-Drize;PLAN-LES-OUATES;CH;8593062;46.167572, 6.139693;Y
MEGL00;Meinier-Eglise;MEINIER;CH;8593001;46.246552, 6.233835;Y
MEMA00;Meyrin-Mairie;MEYRIN;CH;8595028;46.233452, 6.080442;Y
MERV01;Mervelet;GENÈVE;CH;8592855;46.219639, 6.123041;Y
MFER04;Machefer;VERSOIX;CH;8503046;46.272045, 6.140715;Y
MGRE01;Montalègre;COLOGNY;CH;8592749;46.221226, 6.180086;Y
MIDE01;Mon-Idée;PUPLINGE;CH;8593119;46.20409, 6.223358;Y
MIDE02;Mon-Idée;PUPLINGE;CH;8593119;46.204731, 6.222152;Y
MILE00;Miléant;GENÈVE;CH;8592858;46.204731, 6.127561;Y
MIRE00;Miremont;GENÈVE;CH;8592860;46.189178, 6.156654;Y
MLBA01;Moillebeau;GENÈVE;CH;8592861;46.220615, 6.129693;Y
MLIN00;Le Moulin;DARDAGNY;CH;8592769;46.181492, 6.007338;Y
MLIN01;Le Moulin;DARDAGNY;CH;8592769;46.181381, 6.007249;Y
MLRD01;Molard;GENÈVE;CH;8592862;46.204124, 6.14854;Y
MNEU00;Maisons-Neuves;CORSIER;CH;8592763;46.261368, 6.230329;Y
MOIL01;Moillesulaz;THÔNEX;CH;8593118;46.192486, 6.206582;Y
MOIL02;Moillesulaz;THÔNEX;CH;8593118;46.192444, 6.206583;Y
MONN00;Jussy, Monniaz;JUSSY;CH;8592966;46.241848, 6.306122;Y
MONT01;Annemasse-Parc Montessuit;ANNEMASSE;FR;1400021;46.194279, 6.231014;Y
MORL02;Grand-Saconnex, Crêts-Morillon;LE GRAND-SACONNEX;CH;8592940;46.228725, 6.127527;Y
MOTU00;Monthoux;GENÈVE;CH;8592866;46.210621, 6.148348;Y
MOTU01;Monthoux;GENÈVE;CH;8592866;46.210117, 6.148554;Y
MPAR01;Maison des Parlements;LE GRAND-SACONNEX;CH;8592852;46.226002, 6.123821;Y
MRES00;Moulières;SATIGNY;CH;8593098;46.216927, 6.061388;Y
MRES01;Moulières;SATIGNY;CH;8593098;46.216877, 6.061583;Y
MRIC01;Moulin-de-Richelien;COLLEX-BOSSY;CH;8595675;46.281017, 6.138011;Y
MRLG00;Merlinge;MEINIER;CH;8593002;46.248627, 6.247172;Y
MRLG01;Merlinge;MEINIER;CH;8593002;46.248711, 6.247391;Y
MSQU00;Montesquiou;ONEX;CH;8593039;46.181095, 6.105967;Y
MSQU01;Montesquiou;ONEX;CH;8593039;46.181183, 6.105732;Y
MTFL00;Montfleury;VERSOIX;CH;8593188;46.291401, 6.163317;Y
MTTA01;Motta;GENÈVE;CH;8592867;46.219032, 6.134228;Y
MUGE00;Muguets;VEYRIER;CH;8593206;46.171261, 6.160131;Y
MURA00;Murailles;MEINIER;CH;8593003;46.242184, 6.245213;Y
MUSE00;Muséum;GENÈVE;CH;8592870;46.198639, 6.157376;Y
MUSE01;Muséum;GENÈVE;CH;8592870;46.198498, 6.157225;Y
MUSE02;Muséum;GENÈVE;CH;8592870;46.198406, 6.158316;Y
MYRN00;Meyrin-Village;MEYRIN;CH;8593026;46.228931, 6.071805;Y
MYRN01;Meyrin-Village;MEYRIN;CH;8593026;46.228817, 6.072183;Y
MYRN02;Meyrin-Village;MEYRIN;CH;8593026;46.22979, 6.072418;Y
NADA00;Nant-d'Avril;SATIGNY;CH;8504812;46.225708, 6.056991;Y
NADA02;Nant-d'Avril;SATIGNY;CH;8504812;46.225746, 6.056924;Y
NAIS01;Nant-d'Aisy;ANIÈRES;CH;8592764;46.270725, 6.218938;Y
NANT02;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246414, 6.127607;Y
NANT03;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246403, 6.12736;Y
NATI02;Nations;GENÈVE;CH;8587058;46.222157, 6.139066;Y
NATI10;Nations;GENÈVE;CH;8587058;46.222, 6.1392;Y
OBGE00;Observatoire de Genève;VERSOIX;CH;8595668;46.303734, 6.132443;Y
OMSB00;Genève, OMS-BIT;GENÈVE;CH;8587904;46.231285, 6.133831;Y
OMSB01;Genève, OMS-BIT;GENÈVE;CH;8587904;46.230816, 6.134128;Y
ONBC00;Onex-Bois Carrien;ONEX;CH;8593032;46.191158, 6.10019;Y
ONCI00;Onex-Cité;ONEX;CH;8593030;46.188404, 6.099869;Y
ONEX02;Onex-Salle communale;ONEX;CH;8587080;46.183533, 6.098771;Y
ONEX03;Onex-Salle communale;ONEX;CH;8587080;46.183636, 6.099506;Y
ORRO01;Ornex-Les Roussets;ORNEX;FR;1401768;46.263226, 6.102802;Y
PAAN00;Prévessin-Parc des Anneaux;PRÉVESSIN-MOËNS;FR;1401781;46.248577, 6.08664;Y
PAGN00;Thoiry-Place d'Allemogne;THOIRY;FR;1402570;46.244385, 5.983625;Y
PAIL01;Balexert-Pailly;VERNIER;CH;8593165;46.219833, 6.114248;Y
PAIL03;Balexert-Pailly;VERNIER;CH;8593165;46.220577, 6.114542;Y
PALE01;Palettes;LANCY;CH;8592988;46.176792, 6.12199;Y
PASS00;La Passe;CARTIGNY;CH;8592686;46.169968, 6.021497;Y
PASS01;La Passe;CARTIGNY;CH;8592686;46.169868, 6.021655;Y
PBAL00;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.203609, 6.203946;Y
PBAL03;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.203239, 6.204291;Y
PBOC00;Pont-Bochet;THÔNEX;CH;8593109;46.209843, 6.216647;Y
PBOU00;Pré-Bouvier;SATIGNY;CH;8595041;46.222393, 6.054586;Y
PBOU01;Pré-Bouvier;SATIGNY;CH;8595041;46.222282, 6.054317;Y
PBRU00;Ferney-Planche-Brûlée;FERNEY-VOLTAIRE;FR;1401740;46.255138, 6.100549;Y
PBRU01;Ferney-Planche-Brûlée;FERNEY-VOLTAIRE;FR;1401740;46.255104, 6.100654;Y
PCEA00;Pont-Céard-Gare;VERSOIX;CH;8593189;46.28772, 6.163234;Y
PEDI00;Pédiatrie;GENÈVE;CH;8503332;46.189816, 6.148736;Y
PEDO00;Perly-Douane;PERLY-CERTOUX;CH;8593046;46.152336, 6.09089;Y
PEIL03;Peillonnex;CHÊNE-BOURG;CH;8592709;46.194016, 6.194305;Y
PEMA00;Perly-Mairie;PERLY-CERTOUX;CH;8593048;46.155472, 6.089919;Y
PENT00;Penthes;PREGNY-CHAMBÉSY;CH;8593078;46.232235, 6.138761;Y
PETR00;Petray;COLLONGE-BELLERIVE;CH;8592737;46.245579, 6.206949;Y
PETR01;Petray;COLLONGE-BELLERIVE;CH;8592737;46.245529, 6.206639;Y
PEUP01;Peupliers;JUSSY;CH;8592967;46.238632, 6.280246;Y
PEVI03;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156376, 6.092668;Y
PGRA00;Petite-Grave;CARTIGNY;CH;8587072;46.173557, 6.041386;Y
PIBO00;Pierre à Bochet;THÔNEX;CH;8593120;46.19791, 6.21098;Y
PIBO01;Pierre à Bochet;THÔNEX;CH;8593120;46.198017, 6.210628;Y
PICY01;Lancy-Piscine;LANCY;CH;8592991;46.179531, 6.121457;Y
PIGR00;Genthod-Pierre-Grise;GENTHOD;CH;8503085;46.261059, 6.147593;Y
PINC00;Pinchat-la-Tour;VEYRIER;CH;8593208;46.175926, 6.152795;Y
PJAR03;Pré-Jardinier;PLAN-LES-OUATES;CH;8595037;46.163139, 6.127499;Y
PLAI01;La Plaine-Gare;DARDAGNY;CH;8587073;46.178596, 5.999552;Y
PLDI00;Palladium;GENÈVE;CH;8592874;46.202969, 6.13311;Y
PLDI01;Palladium;GENÈVE;CH;8592874;46.20306, 6.133859;Y
PLDO00;La Plaine-Douane;DARDAGNY;CH;8594947;46.177662, 5.991533;Y
PLDO01;La Plaine-Douane;DARDAGNY;CH;8594947;46.1777, 5.991688;Y
PLEC00;La Plaine-Ecole;DARDAGNY;CH;8592768;46.177902, 6.003325;Y
PLEC01;La Plaine-Ecole;DARDAGNY;CH;8592768;46.177898, 6.002925;Y
PLEV00;Place des Eaux-Vives;GENÈVE;CH;8592883;46.202549, 6.155432;Y
PLEV01;Place des Eaux-Vives;GENÈVE;CH;8592883;46.202454, 6.155732;Y
PLEV04;Place des Eaux-Vives;GENÈVE;CH;8592883;46.201805, 6.156875;Y
PLIO01;Saint-Genis-Lion;SAINT-GENIS-POUILLY;FR;1401791;46.241676, 6.026192;Y
PLLT00;Pallanterie;COLLONGE-BELLERIVE;CH;8587071;46.248005, 6.216594;Y
PLLT01;Pallanterie;COLLONGE-BELLERIVE;CH;8587071;46.247955, 6.216284;Y
PLNT00;Planet;BELLEVUE;CH;8592648;46.258381, 6.127578;Y
PLPA03;Plainpalais;GENÈVE;CH;8587907;46.198647, 6.142024;Y
PLPA99;Plainpalais;GENÈVE;CH;8587907;46.198368, 6.143676;Y
PMIO01;Petit-Miolan;CHOULEX;CH;8592718;46.220402, 6.218069;Y
PNEV03;Place de Neuve;GENÈVE;CH;8592885;46.200748, 6.143334;Y
POAT00;Poizat;CHALLEX;FR;1401650;46.18158, 5.97564;Y
POAT01;Poizat;CHALLEX;FR;1401650;46.181133, 5.974564;Y
POEM01;Thoiry-Pôle Emploi;THOIRY;FR;1401809;46.237953, 6.011935;Y
POLT00;Thoiry-Place en Poulet;THOIRY;FR;1401808;46.24749, 5.989366;Y
POMI01;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.23032, 6.125078;Y
POMI02;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.230831, 6.126867;Y
POMI03;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.230785, 6.126933;Y
POTE00;Poterie;GENÈVE;CH;8592889;46.211624, 6.133822;Y
PPAL01;Prés-Palais;CORSIER;CH;8592765;46.266418, 6.21631;Y
PPOL00;Pré-Polly;BERNEX;CH;8592662;46.161774, 6.06713;Y
PR4701;Grand-Saconnex, P+R;LE GRAND-SACONNEX;CH;8592949;46.239471, 6.123262;Y
PRCE01;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.254128, 6.060058;Y
PREL01;La Prêle;COLLEX-BOSSY;CH;8592721;46.267849, 6.124262;Y
PRFR00;Pregnin, Fruitière;SAINT-GENIS-POUILLY;FR;1402498;46.260651, 6.041459;Y
PRFR01;Pregnin, Fruitière;SAINT-GENIS-POUILLY;FR;1402498;46.261234, 6.041418;Y
PRGE00;Grand-Saconnex, John Knox;LE GRAND-SACONNEX;CH;8510682;46.23579, 6.133166;Y
PRGM03;Meyrin-Gare;MEYRIN;CH;8595029;46.220749, 6.075431;Y
PRGR01;Progrès;VERNIER;CH;8593168;46.210499, 6.075234;Y
PRMA00;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179634, 6.077625;Y
PRMA01;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179611, 6.078145;Y
PRRI00;Prairie;GENÈVE;CH;8592890;46.208565, 6.135502;Y
PRUL00;Prulay;MEYRIN;CH;8595031;46.232014, 6.075124;Y
PRUL01;Prulay;MEYRIN;CH;8595031;46.231956, 6.074944;Y
PSAC00;Petit-Saconnex;GENÈVE;CH;8592880;46.222935, 6.128561;Y
PSAC96;Petit-Saconnex;GENÈVE;CH;8592880;46.22192, 6.125395;Y
PSAC97;Petit-Saconnex;GENÈVE;CH;8592880;46.22192, 6.125518;Y
PSGE00;Presinge-Village;PRESINGE;CH;8587085;46.219105, 6.253443;Y
PSGE02;Presinge-Village;PRESINGE;CH;8587085;46.219337, 6.253463;Y
PSIE00;Pont de Sierne;VEYRIER;CH;8593210;46.17841, 6.181347;Y
PSUS00;Peney-Dessus;SATIGNY;CH;8595672;46.200329, 6.036799;Y
PSUS01;Peney-Dessus;SATIGNY;CH;8595672;46.200321, 6.036826;Y
PTBI00;Pointe à la Bise;COLLONGE-BELLERIVE;CH;8507430;46.244865, 6.193544;Y
PTLA00;Petit-Lancy-Place;LANCY;CH;8587082;46.190266, 6.119021;Y
PTLA01;Petit-Lancy-Place;LANCY;CH;8587082;46.190575, 6.119545;Y
PTLU00;Petit-Lullier;JUSSY;CH;8507424;46.233013, 6.267984;Y
PUFR01;Puplinge-Frémis;PUPLINGE;CH;8593084;46.211945, 6.228885;Y
PVEY01;Petit-Veyrier;VEYRIER;CH;8593207;46.170647, 6.182445;Y
PVEY02;Petit-Veyrier;VEYRIER;CH;8593207;46.170052, 6.182213;Y
PYVI00;Pregny-Village;PREGNY-CHAMBÉSY;CH;8587084;46.233761, 6.139399;Y
QARV00;Queue-d'Arve;GENÈVE;CH;8592891;46.195438, 6.13;Y
RANN00;Route d'Annecy;BARDONNEX;CH;8592643;46.154015, 6.139058;Y
RBAU01;Rouelbeau;MEINIER;CH;8595674;46.246754, 6.219048;Y
RCOR02;Route de Corsinge;MEINIER;CH;8593006;46.246181, 6.237902;Y
RCPS00;Route de Compois;MEINIER;CH;8593005;46.23753, 6.242539;Y
RENN00;Genthod-Rennex;GENTHOD;CH;8503080;46.267624, 6.149941;Y
RICH00;Richelien;VERSOIX;CH;8595667;46.28299, 6.146294;Y
RIEU02;Rieu;GENÈVE;CH;8592894;46.195381, 6.165602;Y
RIGO01;Genève-Sécheron-Gare;GENÈVE;CH;8592895;46.223339, 6.144352;Y
RIPP00;Rippaz;COLOGNY;CH;8592750;46.228645, 6.196793;Y
RIVE06;Rive;GENÈVE;CH;8587061;46.20171, 6.152692;Y
RORE00;Roselière;BELLEVUE;CH;8503243;46.254528, 6.141367;Y
RORE01;Roselière;BELLEVUE;CH;8503243;46.254532, 6.141301;Y
ROUE01;Rouette;CHOULEX;CH;8592719;46.231068, 6.212812;Y
ROUL00;Le Roulave;DARDAGNY;CH;8503419;46.20134, 5.9812;Y
ROUS01;Collège Rousseau;GENÈVE;CH;8592809;46.218338, 6.12131;Y
RPOS00;Le Reposoir;VEYRIER;CH;8593202;46.169357, 6.177541;Y
RUTH00;Ruth;COLOGNY;CH;8592751;46.227699, 6.185666;Y
RVTT01;Rivolette;TROINEX;CH;8593126;46.168018, 6.144915;Y
SARV01;Saconnex-d'Arve;PLAN-LES-OUATES;CH;8593067;46.159706, 6.125056;Y
SCHA00;Seuchat;COLLEX-BOSSY;CH;8592722;46.274055, 6.122529;Y
SCLO00;Sainte-Clotilde;GENÈVE;CH;8592908;46.19989, 6.132626;Y
SECH01;Perle du Lac;GENÈVE;CH;8592902;46.220501, 6.150032;Y
SELI01;Sellières;VERNIER;CH;8593170;46.197819, 6.100946;Y
SERF00;Sézegnin-Le Renfort;AVUSY;CH;8592636;46.144245, 6.009532;Y
SERF01;Sézegnin-Le Renfort;AVUSY;CH;8592636;46.144386, 6.009308;Y
SERV00;Servette;GENÈVE;CH;8592903;46.213238, 6.130414;Y
SERV03;Servette;GENÈVE;CH;8592903;46.213966, 6.130008;Y
SEVI00;Sézenove-Village;BERNEX;CH;8595043;46.164566, 6.056106;Y
SEVI01;Sézenove-Village;BERNEX;CH;8595043;46.164238, 6.056554;Y
SEYM00;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206852, 6.20106;Y
SEYM01;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206841, 6.201216;Y
SEZG00;Sézegnin-Village;AVUSY;CH;8587089;46.144207, 6.011125;Y
SGAN00;Saint-Genis, Allondon Nord;SAINT-GENIS-POUILLY;FR;1402499;46.263687, 6.030743;Y
SGCE00;Saint-Genis-Théâtre;SAINT-GENIS-POUILLY;FR;1401794;46.242382, 6.022218;Y
SGCE01;Saint-Genis-Théâtre;SAINT-GENIS-POUILLY;FR;1401794;46.242401, 6.022347;Y
SGNY00;Ségny-Centre;SÉGNY;FR;1401800;46.295677, 6.076189;Y
SHUM00;Saint-Genis-Schuman;SAINT-GENIS-POUILLY;FR;1401793;46.243313, 6.034241;Y
SILO00;Sillons;THÔNEX;CH;8593122;46.200706, 6.215712;Y
SILO01;Sillons;THÔNEX;CH;8593122;46.200424, 6.215031;Y
SISM00;L.-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.202, 6.195781;Y
SISM01;L.-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.201607, 6.195362;Y
SISM99;L.-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.202202, 6.195776;Y
SJDO00;Saint-Julien-Douane;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150311, 6.088416;Y
SMAU00;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253395, 6.216642;Y
SOPR00;Sous Pressy;VANDOEUVRES;CH;8508113;46.227112, 6.209764;Y
SORB02;Sorbier;VERNIER;CH;8593172;46.216728, 6.068624;Y
SORB03;Sorbier;VERNIER;CH;8593172;46.216667, 6.06869;Y
SRMA00;Soral-Mairie;SORAL;CH;8587091;46.142803, 6.040323;Y
SRMA01;Soral-Mairie;SORAL;CH;8587091;46.142788, 6.040414;Y
SSCH02;Sous-Chevrens;ANIÈRES;CH;8592622;46.286816, 6.23428;Y
STGE01;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.17976, 6.12956;Y
STGE03;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.180161, 6.12898;Y
STLO01;Saint-Loup;VERSOIX;CH;8595666;46.282566, 6.154453;Y
SUMO00;Sur-le-Moulin;AVUSY;CH;8592639;46.143719, 6.01924;Y
SUSE01;Susette;LE GRAND-SACONNEX;CH;8592951;46.237587, 6.123553;Y
SVEY00;Vessy-Stand de tir;VEYRIER;CH;8593214;46.173885, 6.168967;Y
SVIL00;Sous-Villette;THÔNEX;CH;8593123;46.181469, 6.188179;Y
SVIL01;Sous-Villette;THÔNEX;CH;8593123;46.181747, 6.188276;Y
SYCM01;Satigny-Champ Magnin;SATIGNY;CH;8507416;46.216866, 6.036011;Y
SYCS01;Satigny-Centre sportif;SATIGNY;CH;8595228;46.210007, 6.035617;Y
SYGA00;Satigny-Gare;SATIGNY;CH;8587389;46.21439, 6.037293;Y
SYGA01;Satigny-Gare;SATIGNY;CH;8587389;46.214474, 6.03755;Y
SYPO00;Satigny-Poste;SATIGNY;CH;8593102;46.213799, 6.033303;Y
TCAR02;Carouge-Tours;CAROUGE;CH;8587037;46.183277, 6.135083;Y
TCRE01;Tour-Carrée;COLOGNY;CH;8592753;46.224598, 6.182652;Y
TGIN02;Tougin-Hôpital;GEX;FR;1401811;46.325222, 6.057396;Y
THGA01;Thoiry-Gare;THOIRY;FR;1401807;46.231853, 5.97976;Y
THRE00;Théâtre;GENÈVE;CH;8595022;46.202175, 6.141693;Y
TOCO00;Tour-de-Contrôle;MEYRIN;CH;8593021;46.228695, 6.103921;Y
TRAN00;Tranchées;GENÈVE;CH;8592912;46.19849, 6.155424;Y
TRMB01;Trembley;GENÈVE;CH;8592913;46.217804, 6.126533;Y
TRNT05;Tronchet;THÔNEX;CH;8593116;46.197163, 6.206476;Y
TRNT98;Tronchet;THÔNEX;CH;8593116;46.196308, 6.205057;Y
TRSI03;Terrassière;GENÈVE;CH;8592910;46.201035, 6.155883;Y
TRTI01;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.242432, 6.12227;Y
TURA00;Turaines;GY;CH;8592954;46.251484, 6.260078;Y
TVER00;Taverney;LE GRAND-SACONNEX;CH;8592952;46.230595, 6.117176;Y
TVER01;Taverney;LE GRAND-SACONNEX;CH;8592952;46.230705, 6.117264;Y
TXVI01;Troinex-Ville;TROINEX;CH;8588195;46.15926, 6.144644;Y
UBER00;Lancy-Hubert;LANCY;CH;8592986;46.192398, 6.110044;Y
UBER01;Lancy-Hubert;LANCY;CH;8592986;46.193069, 6.109522;Y
UNIM00;Uni-Mail;GENÈVE;CH;8592915;46.195232, 6.141017;Y
VACA00;Vernier, Avanchets-Casaï;VERNIER;CH;8593158;46.221317, 6.112113;Y
VALY02;Bernex-Vailly;BERNEX;CH;8508134;46.175076, 6.060981;Y
VALY03;Bernex-Vailly;BERNEX;CH;8508134;46.175034, 6.060995;Y
VAND01;Vandoeuvres-Village;VANDOEUVRES;CH;8587094;46.221336, 6.203064;Y
VAND02;Vandoeuvres-Village;VANDOEUVRES;CH;8587094;46.221706, 6.202511;Y
VARV01;Val-d'Arve;CAROUGE;CH;8592682;46.184731, 6.149868;Y
VECR01;Vernier-Gare/Croisette;VERNIER;CH;8593155;46.219044, 6.092868;Y
VEEC00;Vernier-Ecole;VERNIER;CH;8593175;46.216778, 6.085395;Y
VEEC01;Vernier-Ecole;VERNIER;CH;8593175;46.216396, 6.085844;Y
VEGY00;Veigy-Village;VEIGY-FONCENEX;FR;1401813;46.269112, 6.257893;Y
VELO00;Vélodrome;PLAN-LES-OUATES;CH;8593071;46.167473, 6.115715;Y
VEMA01;Vernier-Marché;VERNIER;CH;8593176;46.215141, 6.081962;Y
VERN00;Vernes;MEYRIN;CH;8593023;46.23391, 6.075167;Y
VESY01;Vessy-Plateau;VEYRIER;CH;8593216;46.176559, 6.15914;Y
VEUS01;Verseuse;VERNIER;CH;8593178;46.195656, 6.096931;Y
VEVI00;Vernier-Village;VERNIER;CH;8593177;46.212498, 6.078956;Y
VEVI02;Vernier-Village;VERNIER;CH;8593177;46.212776, 6.078974;Y
VIAM00;Via Monnet;VERNIER;CH;8593179;46.217133, 6.082547;Y
VIDO01;Vidollet;GENÈVE;CH;8592921;46.217064, 6.136751;Y
VIDO02;Vidollet;GENÈVE;CH;8592921;46.217014, 6.135742;Y
VIDO03;Vidollet;GENÈVE;CH;8592921;46.217644, 6.13561;Y
VIEG00;Viry-Eglise;VIRY;FR;1401843;46.118889, 6.037326;Y
VILL00;Villereuse;GENÈVE;CH;8592924;46.2006, 6.158743;Y
VILL01;Villereuse;GENÈVE;CH;8592924;46.200729, 6.158274;Y
VIUS00;Vieusseux;GENÈVE;CH;8592922;46.21497, 6.125409;Y
VLAI00;Valais;GENÈVE;CH;8592916;46.216778, 6.141333;Y
VLLA00;Villars;HERMANCE;CH;8592958;46.292812, 6.240831;Y
VLON00;Vallon;CHÊNE-BOUGERIES;CH;8592701;46.191925, 6.181915;Y
VLRS00;Velours;GENÈVE;CH;8592918;46.189404, 6.167284;Y
VLRS01;Velours;GENÈVE;CH;8592918;46.190228, 6.166979;Y
VOLL00;Vollandes;GENÈVE;CH;8592925;46.205387, 6.160341;Y
VOLL02;Vollandes;GENÈVE;CH;8592925;46.206139, 6.159054;Y
VRBE02;Varembé;GENÈVE;CH;8592917;46.221046, 6.140117;Y
VREC00;Veyrier-Ecole;VEYRIER;CH;8587906;46.167347, 6.182754;Y
VRLP00;Vireloup;COLLEX-BOSSY;CH;8592723;46.263828, 6.124736;Y
VRMT01;Vermont;GENÈVE;CH;8592919;46.219387, 6.138276;Y
VRNT00;Vernets;GENÈVE;CH;8592920;46.192818, 6.134428;Y
VROT00;Veyrot;MEYRIN;CH;8593025;46.226894, 6.061381;Y
VRTC01;Gex-Vertes Campagnes;GEX;FR;1402568;46.326359, 6.055147;Y
VRVI01;Veyrier-Village;VEYRIER;CH;8593212;46.168518, 6.184501;Y
VSNX00;Versonnex-Village;VERSONNEX;FR;1402571;46.301231, 6.095157;Y
VSNX02;Versonnex-Village;VERSONNEX;FR;1402571;46.301189, 6.095665;Y
VTRN02;Veyrier-Tournettes;VEYRIER;CH;8589097;46.16317, 6.178836;Y
VUIL01;Bernex-Vuillonnex;BERNEX;CH;8592665;46.177895, 6.079664;Y
VXAR00;Versoix-Argand;VERSOIX;CH;8593182;46.285938, 6.160719;Y
VXBO01;Versoix-Bourg;VERSOIX;CH;8593191;46.277081, 6.167415;Y
VXGA00;Versoix-Gare;VERSOIX;CH;8587095;46.279648, 6.165382;Y
VXLA00;Versoix-Lachenal;VERSOIX;CH;8593181;46.28389, 6.16309;Y
VXLA01;Versoix-Lachenal;VERSOIX;CH;8593181;46.283726, 6.163056;Y
VXST01;Versoix-Stand de tir;VERSOIX;CH;8595664;46.297619, 6.143519;Y
WEND00;Wendt;GENÈVE;CH;8592928;46.210789, 6.127013;Y
ZIMO02;ZIMOGA;VERNIER;CH;8593180;46.219757, 6.076727;Y
ZIMW01;ZIMEYSA-Ouest;SATIGNY;CH;8595952;46.220905, 6.052187;Y
